_id,license_number,license_type_name,naics_code,business_name,license_state,initial_issue_date,most_recent_issue_date,effective_date,expiration_date
159,SN00590,Sign Contractor,238990,Tomdel Inc,Expired,2015-06-11T16:06:07,2014-11-20T12:48:37,2014-11-20T12:48:37,2015-11-20T12:48:37
160,BL007249,General Contractor,236220,ZEN ASIAN DINER,Expired,2015-01-14T12:54:09,2014-12-03T12:26:34,2014-12-03T12:26:34,2015-12-03T12:26:34
161,BL007250,General Contractor,236220,J & C COMMERCIAL SERVICES LLC,Expired,2014-12-05T11:23:56,2015-02-20T09:42:16,2015-02-20T09:42:16,2016-02-20T09:42:16
162,BL007476,General Contractor,236220,Michael Crews Technologics,Expired,2015-10-28T09:52:42,2016-03-09T08:23:42,2016-03-09T08:23:42,2017-03-09T08:23:42
163,BL007479,General Contractor,236220,Martik Brothers Inc,Active,2015-10-30T11:21:29,2024-12-09T00:00:00,2025-01-04T00:00:00,2026-01-03T00:00:00
164,BL008283,General Contractor,236220,BORIS SHULKIN,Expired,2018-09-26T09:54:50,2020-08-24T00:00:00,2020-09-27T00:00:00,2021-09-26T00:00:00
165,BL008284,General Contractor,236220,Quaker State Construction Company,Expired,2018-09-27T11:48:36,2018-09-27T11:50:56,2018-09-27T11:50:56,2019-09-27T11:50:56
166,BL008286,General Contractor,236220,SMUTS BROTHERS DEBRIS REMOVAL,Expired,2018-09-28T08:07:41,2018-09-28T08:09:35,2018-09-28T08:09:35,2019-09-28T08:09:35
167,BL008292,General Contractor,236220,FMG CONSTRUCTION SERVICES LLC,Expired,2018-10-05T13:18:03,2018-10-05T13:19:10,2018-10-05T13:19:10,2019-10-05T13:19:10
168,BL008301,General Contractor,236220,"Champs Properties of PA,LLC",Expired,2018-10-18T08:41:48,2018-10-18T08:43:43,2018-10-18T08:43:43,2019-10-18T08:43:43
169,BL008304,General Contractor,236220,Pardini Ronald Joseph,Expired,2018-10-19T08:55:59,2019-10-18T00:00:00,2019-10-20T08:57:07,2020-10-19T00:00:00
170,BL008309,General Contractor,236220,"Wireless Services, Inc",Active,2018-10-24T09:34:42,2024-11-08T00:00:00,2024-10-25T00:00:00,2025-10-24T00:00:00
171,BL008312,General Contractor,236220,STANLEY ACCESS TECHNOLOGIES LLC,Expired,2018-10-30T09:38:05,2018-10-30T09:52:53,2018-10-30T09:52:53,2019-10-30T09:52:53
172,BL008318,General Contractor,236220,CNS PITTSBURGH CORP,Active,2018-11-01T12:05:02,2024-12-24T00:00:00,2024-11-02T00:00:00,2025-11-01T00:00:00
173,BL008322,General Contractor,236220,Elite Maintenance & Construction Inc,Active,2018-11-05T10:52:00,2024-11-21T00:00:00,2024-11-06T00:00:00,2025-11-05T00:00:00
174,BL008328,General Contractor,236220,MINUTEMAN CONSTRUCTION,Expired,2018-11-08T12:13:54,2018-11-08T12:15:35,2018-11-08T12:15:35,2019-11-08T12:15:35
175,BL003359,General Contractor,236220,Greg Industries Inc,Active,2016-04-28T12:17:08,2025-02-26T00:00:00,2024-12-28T00:00:00,2025-12-27T00:00:00
176,BL003320,General Contractor,236220,"Horizon Retail Construction, Inc",Active,2012-02-27T08:27:00,2024-09-26T00:00:00,2024-10-24T00:00:00,2025-10-23T00:00:00
177,BL003328,General Contractor,236220,"Advanced Builders, Inc.",Expired,2011-04-06T13:04:44,2017-01-25T09:33:11,2017-01-25T09:33:11,2018-01-25T09:33:11
178,BL003350,General Contractor,236220,CARPENTERS FOR HIRE INC,Expired,2011-06-27T12:42:31,2017-01-17T15:22:58,2017-01-17T15:22:58,2018-01-17T15:22:58
179,BL003435,General Contractor,236220,HOUSING AUTHORITY CITY OF PGH,Expired,2011-02-15T10:27:09,2019-01-18T00:00:00,2019-01-27T09:12:24,2020-01-26T00:00:00
180,SN00367-02,Sign Contractor,238990,"Aladdin Signs, Inc.",Expired,2012-03-09T14:24:19,2017-08-01T12:10:56,2017-08-01T12:10:56,2018-08-01T12:10:56
181,SN00289,Sign Contractor,238990,"Richard Skuta Signs, LLC",Expired,2015-06-11T16:05:40,2014-07-03T14:00:18,2014-07-03T14:00:18,2015-07-03T14:00:18
182,SN00167,Sign Contractor,238990,JTB SIGN SERVICE,Expired,2012-03-09T13:51:02,2017-06-27T13:31:57,2017-06-27T13:31:57,2018-06-27T13:31:57
183,BL003485,General Contractor,236220,AARDVARD ADAPTIVE MODIFICATIONS LLC,Expired,2015-01-07T11:33:36,2013-04-24T07:40:07,2013-04-24T07:40:07,2014-04-24T07:40:07
184,BL004410,General Contractor,236220,Hardy and Miller Construction,Expired,2015-01-14T12:45:33,2014-08-06T12:55:59,2014-08-06T12:55:59,2015-08-06T12:55:59
185,BL004486,General Contractor,236220,Pomo Development Inc,Active,2012-07-03T11:19:19,2025-01-09T00:00:00,2025-02-08T00:00:00,2026-02-07T00:00:00
186,BL004475,General Contractor,236220,SBA Network Services LLC.,Expired,2013-08-29T15:28:39,2021-08-13T00:00:00,2021-09-26T00:00:00,2022-09-25T00:00:00
187,BL004444,General Contractor,236220,OLIVERIO LLC,Expired,2016-04-22T10:50:45,2016-04-22T10:52:11,2016-04-22T10:52:11,2017-04-22T10:52:11
188,BL004536,General Contractor,236220,WARNER TELECOMM,Expired,2013-06-10T15:44:25,2017-04-03T13:32:05,2017-04-03T13:32:05,2018-04-03T13:32:05
189,BL004504,General Contractor,236220,"Wireless Services, Inc",Expired,2011-02-28T10:04:26,2017-01-09T09:06:44,2017-01-09T09:06:44,2018-01-09T09:06:44
190,BL004588,General Contractor,236220,Scalise Industries Corporation,Expired,2011-04-05T12:02:48,2018-01-31T08:28:19,2018-01-31T08:28:19,2019-01-31T08:28:19
191,BL007251,General Contractor,236220,"Shelton Building Associates, LLC",Active,2014-12-08T14:58:45,2024-03-05T00:00:00,2024-04-10T00:00:00,2025-04-09T00:00:00
192,BL007252,General Contractor,236220,Engine House LLC,Active,2014-12-10T11:49:14,2025-03-28T00:00:00,2025-05-04T00:00:00,2026-05-03T00:00:00
193,BL007254,General Contractor,236220,JC SOUTHSIDE INC,Expired,2015-01-14T12:54:00,2014-12-11T11:43:15,2014-12-11T11:43:15,2015-12-11T11:43:15
194,BL007255,General Contractor,236220,MORGAN ROOFING & CONSTRUCTION,Expired,2014-12-12T14:34:20,2015-01-06T10:58:00,2015-01-06T10:58:00,2016-01-06T10:58:00
195,BL007256,General Contractor,236220,STEEL CITY CONCRETE INC,Expired,2014-12-22T14:13:37,2015-01-06T14:17:12,2015-01-06T14:17:12,2016-01-06T14:17:12
196,BL007260,General Contractor,236220,EMPACO EQUIPMENT CORPORATION,Expired,2015-01-05T12:00:40,2015-01-05T12:05:31,2015-01-05T12:05:31,2016-01-05T12:05:31
197,BL007261,General Contractor,236220,STASH TRUCKING,Expired,2015-01-06T11:49:52,2015-01-06T11:51:08,2015-01-06T11:51:08,2016-01-06T11:51:08
198,BL007262,General Contractor,236220,Ron Pirring Contracting,Expired,2015-01-14T09:20:33,2016-08-17T13:59:24,2016-08-17T13:59:24,2017-08-17T13:59:24
199,BL007263,General Contractor,236220,REBAL CONTRACTING LLC,Expired,2015-01-15T10:44:44,2016-06-10T14:14:34,2016-06-10T14:14:34,2017-06-10T14:14:34
200,BL007264,General Contractor,236220,"Anchor Sign, Inc.",Expired,2015-01-20T11:05:48,2015-01-20T11:07:13,2015-01-20T11:07:13,2016-01-20T11:07:13
201,BL007265,General Contractor,236220,"DORMA USA, INC",Expired,2015-01-20T13:56:58,2016-03-11T13:17:00,2016-03-11T13:17:00,2017-03-11T13:17:00
202,BL007269,General Contractor,236220,RENOVATION BY DESIGN LLC,Expired,2015-01-23T14:52:31,2015-01-23T14:54:40,2015-01-23T14:54:40,2016-01-23T14:54:40
203,BL007272,General Contractor,236220,ARK HOME IMPROVEMENTS INC,Expired,2015-01-28T14:16:01,2015-01-29T12:14:57,2015-01-29T12:14:57,2016-01-29T12:14:57
204,BL007277,General Contractor,236220,SKYLIGHT CONCEPTS INC,Expired,2015-02-03T12:07:59,2015-02-03T12:09:13,2015-02-03T12:09:13,2016-02-03T12:09:13
205,BL007278,General Contractor,236220,Brian Ripley Construction,Expired,2015-02-03T12:12:06,2016-09-16T13:05:32,2016-09-16T13:05:32,2017-09-16T13:05:32
206,BL007281,General Contractor,236220,T N WARD COMPANY,Expired,2015-02-09T15:52:45,2015-02-09T15:57:01,2015-02-09T15:57:01,2016-02-09T15:57:01
207,BL007482,General Contractor,236220,Timbers Building Company,Active,2015-11-04T12:29:36,2024-10-08T00:00:00,2024-09-21T00:00:00,2025-09-20T00:00:00
208,BL007483,General Contractor,236220,ESSEX NEWBURY NORTH CONTRACTING CORP.,Expired,2015-11-06T11:45:38,2016-01-07T10:27:30,2016-01-07T10:27:30,2017-01-07T10:27:30
209,BL007486,General Contractor,236220,BIGELOW CONTRACTING SERVICES LLC,Expired,2015-11-10T12:50:35,2017-03-13T11:49:56,2017-03-13T11:49:56,2018-03-13T11:49:56
210,BL007489,General Contractor,236220,"THE PENN-OHIO GROUP, LLC",Expired,2015-11-13T12:20:30,2018-10-18T14:12:47,2018-10-18T14:12:47,2019-10-18T14:12:47
211,BL007490,General Contractor,236220,CREATIVE HOME SOLUTIONS,Expired,2015-11-16T11:54:34,2016-01-19T10:40:20,2016-01-19T10:40:20,2017-01-19T10:40:20
212,BL007491,General Contractor,236220,Brourman Family Holdings L.P,Expired,2015-11-16T15:08:35,2019-11-14T00:00:00,2019-10-18T10:38:47,2020-10-17T00:00:00
213,BL007499,General Contractor,236220,KJ DEMOLITION,Expired,2015-11-30T08:36:31,2016-12-09T14:27:18,2016-12-09T14:27:18,2017-12-09T14:27:18
214,BL007501,General Contractor,236220,BAUER CONTRACTING,Expired,2015-12-02T11:49:19,2015-12-02T11:51:03,2015-12-02T11:51:03,2016-12-02T11:51:03
215,BL007503,General Contractor,236220,Atlas Contractors LLC,Expired,2015-12-11T14:25:52,2015-12-11T14:28:09,2015-12-11T14:28:09,2016-12-11T14:28:09
216,BL003597,General Contractor,236220,REED CORP,Expired,2015-01-14T12:47:23,2014-07-14T15:13:49,2014-07-14T15:13:49,2015-07-14T15:13:49
217,BL003636,General Contractor,236220,RDC CONSTRUCTION,Expired,2011-03-01T14:54:50,2016-01-26T14:46:08,2016-01-26T14:46:08,2017-01-26T14:46:08
218,BL003581,General Contractor,236220,Coal Hill Remodeling LLC,Expired,2016-05-13T12:02:17,2016-05-13T11:55:09,2016-05-13T11:55:09,2017-05-13T11:55:09
219,BL003619,General Contractor,236220,"Absolute Win, Inc",Expired,2011-10-07T10:40:13,2023-07-26T00:00:00,2023-08-25T00:00:00,2024-08-24T00:00:00
220,BL003653,General Contractor,236220,G. Horvath Builder & Remodeler,Expired,2015-01-07T11:34:53,2013-10-03T10:02:21,2013-10-03T10:02:21,2014-10-03T10:02:21
221,BL003688,General Contractor,236220,"Precision Builders, Inc",Expired,2012-02-10T09:45:32,2023-08-14T00:00:00,2023-08-09T00:00:00,2024-08-08T00:00:00
222,BL003735,General Contractor,236220,Stone Leigh Construction and Remodeling,Expired,2011-07-20T13:13:18,2017-02-13T15:22:43,2017-02-13T15:22:43,2018-02-13T15:22:43
223,BL003789,General Contractor,236220,Massarelli Excavating,Active,2011-04-11T13:40:17,2024-07-08T00:00:00,2024-07-06T00:00:00,2025-07-05T00:00:00
224,BL004656,General Contractor,236220,FMS Construction Co,Active,2011-08-31T11:23:48,2024-05-15T00:00:00,2024-05-24T00:00:00,2025-05-23T00:00:00
225,BL004761,General Contractor,236220,DORE & ASSOCIATES CONTRACTING INC,Expired,2011-06-13T10:33:44,2017-11-29T10:00:41,2017-11-29T10:00:41,2018-11-29T10:00:41
226,BL004743,General Contractor,236220,HOME FRONT STRUCTURES,Expired,2014-01-10T14:37:39,2016-05-26T11:21:28,2016-05-26T11:21:28,2017-05-26T11:21:28
227,BL007283,General Contractor,236220,JONES LANG LASALLE CONSTRUCTION CO INC,Expired,2015-02-10T14:58:42,2015-02-10T15:03:01,2015-02-10T15:03:01,2016-02-10T15:03:01
228,BL007285,General Contractor,236220,Faros Construction LLC,Active,2015-02-16T10:25:09,2024-10-22T00:00:00,2024-08-23T00:00:00,2025-08-22T00:00:00
229,BL007288,General Contractor,236220,SMART CONTRACTORS LLC,Expired,2015-02-19T13:56:00,2015-02-19T14:05:55,2015-02-19T14:05:55,2016-02-19T14:05:55
230,BL007293,General Contractor,236220,STAUBER REMODELERS,Expired,2015-02-27T10:10:16,2015-02-27T10:22:44,2015-02-27T10:22:44,2016-02-27T10:22:44
231,BL007296,General Contractor,236220,PEARCE MILL LLC,Expired,2015-03-03T12:19:15,2016-02-09T11:49:17,2016-02-09T11:49:17,2017-02-09T11:49:17
232,BL007300,General Contractor,236220,TODAY'S RENOVATIONS INC,Expired,2015-03-09T09:48:01,2017-10-24T11:14:52,2017-10-24T11:14:52,2018-10-24T11:14:52
233,BL007302,General Contractor,236220,WEST DESIGN & BUILD LLC,Expired,2015-03-10T08:32:10,2017-05-26T10:44:50,2017-05-26T10:44:50,2018-05-26T10:44:50
234,BL007304,General Contractor,236220,ArTECH Group LLC,Expired,2015-03-11T11:27:18,2018-01-23T13:58:22,2018-01-23T13:58:22,2019-01-23T13:58:22
235,SN00592,Sign Contractor,238990,RAUCMIN SEVEN LLC dba FAST SIGNS #207,Expired,2015-03-12T11:29:32,2019-11-22T00:00:00,2019-10-03T10:07:06,2020-10-02T00:00:00
236,BL007307,General Contractor,236220,Wilkerson Contracting ,Expired,2015-03-16T14:55:03,2015-03-16T14:59:09,2015-03-16T14:59:09,2016-03-16T14:59:09
237,BL007309,General Contractor,236220,Professional Plus Construction Inc,Expired,2015-03-17T11:06:09,2015-03-17T11:08:48,2015-03-17T11:08:48,2016-03-17T11:08:48
238,BL007311,General Contractor,236220,Custom Artistries LLC,Expired,2015-03-18T13:36:13,2019-11-18T00:00:00,2019-10-14T00:00:00,2020-10-13T00:00:00
239,BL007314,General Contractor,236220,KEN HENRY CONTRACTING,Expired,2015-03-23T14:19:05,2015-03-23T14:20:22,2015-03-23T14:20:22,2016-03-23T14:20:22
240,BL007315,General Contractor,236220,4208 POST STREET,Expired,2015-03-24T09:39:40,2016-02-02T15:04:39,2016-02-02T15:04:39,2017-02-02T15:04:39
241,BL007316,General Contractor,236220,PIA CONSTRUCTION MANAGEMENT CO LLC,Expired,2015-03-24T14:16:25,2015-03-24T14:17:43,2015-03-24T14:17:43,2016-03-24T14:17:43
242,BL007506,General Contractor,236220,CHARLES PUPICH,Expired,2015-12-23T08:16:07,2015-12-23T09:15:17,2015-12-23T09:15:17,2016-12-23T09:15:17
243,BL007508,General Contractor,236220,JFA CONSTRUCTION LL,Expired,2015-12-30T11:37:58,2015-12-30T11:42:13,2015-12-30T11:42:13,2016-12-30T11:42:13
244,BL007509,General Contractor,236220,Mark Interior Wall Systems Inc,Active,2016-01-04T09:47:18,2024-08-06T00:00:00,2024-08-28T00:00:00,2025-08-27T00:00:00
245,BL007512,General Contractor,236220,ARKADIA CONTRACTING CO. INC,Expired,2016-01-08T11:32:47,2016-01-08T11:34:20,2016-01-08T11:34:20,2017-01-08T11:34:20
246,BL007517,General Contractor,236220,R KEITH PARRY CONSTRUCTION INC,Expired,2016-01-14T13:56:04,2016-07-21T13:07:31,2016-07-21T13:07:31,2017-07-21T13:07:31
247,BL007530,General Contractor,236220,JOHN MCGRATH CONST,Expired,2016-01-28T13:40:40,2016-01-28T13:41:51,2016-01-28T13:41:51,2017-01-28T13:41:51
248,SN00721,Sign Contractor,238990,Emerald Art Glass Inc,Expired,2016-01-29T15:15:08,2016-07-01T14:48:53,2016-07-01T14:48:53,2017-07-01T14:48:53
249,BL007536,General Contractor,236220,STONE GENERAL CONSTRUCTION,Expired,2016-02-08T09:50:21,2016-02-08T09:52:25,2016-02-08T09:52:25,2017-02-08T09:52:25
250,BL007539,General Contractor,236220,Palat Landscaping Inc.,Expired,2016-02-12T11:19:27,2016-02-12T11:21:02,2016-02-12T11:21:02,2017-02-12T11:21:02
251,BL007543,General Contractor,236220,LYK-NU LLC,Expired,2016-02-18T14:13:16,2016-02-18T14:14:41,2016-02-18T14:14:41,2017-02-18T14:14:41
252,BL007548,General Contractor,236220,Baldwin Asphalt Paving Inc,Expired,2016-02-29T08:11:36,2017-02-23T07:52:03,2017-02-23T07:52:03,2018-02-23T07:52:03
253,BL003819,General Contractor,236220,"Wylie Holdings, LP",Active,2012-05-04T10:16:10,2024-04-08T00:00:00,2024-05-17T00:00:00,2025-05-16T00:00:00
254,BL003833,General Contractor,236220,OPACIC DEVELOPMENT CO,Expired,2015-01-14T12:44:54,2014-10-29T10:53:47,2014-10-29T10:53:47,2015-10-29T10:53:47
255,BL003799,General Contractor,236220,Webb Construction ,Expired,2015-01-14T12:48:37,2014-02-25T08:50:53,2014-02-25T08:50:53,2015-02-25T08:50:53
256,BL003864,General Contractor,236220,Johnson Controls Fire Protection LP,Expired,2011-04-05T11:04:15,2018-12-14T00:00:00,2019-01-06T15:06:38,2020-01-05T00:00:00
257,SN00453,Sign Contractor,238990,"Signs, Service & Crane, Inc.",Expired,2011-06-14T09:42:22,2016-03-01T11:59:42,2016-03-01T11:59:42,2017-03-01T11:59:42
258,BL003892,General Contractor,236220,Continental Building Company,Expired,2012-04-19T07:43:21,2019-01-23T00:00:00,2019-02-09T14:28:51,2020-02-08T00:00:00
259,BL003937,General Contractor,236220,LAKEVIEW CONSTRUCTION,Expired,2015-01-07T11:35:07,2013-01-28T08:54:52,2013-01-28T08:54:52,2014-01-28T08:54:52
260,SN00456,Sign Contractor,238990,"Accel Sign Group, Inc",Active,2011-03-30T11:57:55,2024-04-18T00:00:00,2024-05-03T00:00:00,2025-05-02T00:00:00
261,BL003944,General Contractor,236220,Mongiovi & Son Excavating Inc.,Expired,2012-01-27T08:19:39,2017-07-14T13:07:04,2017-07-14T13:07:04,2018-07-14T13:07:04
262,BL003986,General Contractor,236220,"BrackenRidge Construction Co., Inc",Expired,2016-09-14T07:43:00,2016-09-14T07:42:59,2016-09-14T07:42:59,2017-09-14T07:42:59
263,BL004033,General Contractor,236220,Kaligraphy,Expired,2016-05-26T10:52:01,2014-03-28T08:38:37,2014-03-28T08:38:37,2015-03-28T08:38:37
264,BL004014,General Contractor,236220,American Window Industries Inc,Expired,2013-08-14T11:10:56,2015-05-04T13:59:28,2015-05-04T13:59:28,2016-05-04T13:59:28
265,SN00460,Sign Contractor,238990,Shamrock Building Services Inc,Active,2011-03-30T11:58:10,2025-03-20T00:00:00,2025-04-26T00:00:00,2026-04-25T00:00:00
266,BL004088,General Contractor,236220,"Matcon Diamond, Inc.",Active,2014-02-12T08:32:25,2024-04-22T00:00:00,2024-05-01T00:00:00,2025-04-30T00:00:00
267,SN00504,Sign Contractor,238990,SEKULA SIGN CORPORATION,Expired,2011-10-27T11:54:10,2016-06-29T08:49:27,2016-06-29T08:49:27,2017-06-29T08:49:27
268,BL004883,General Contractor,236220,Kletz Contracting Inc,Expired,2014-01-24T12:02:59,2015-06-05T11:09:53,2015-06-05T11:09:53,2016-06-05T11:09:53
269,BL004915,General Contractor,236220,Visco Contracting ,Expired,2011-04-07T11:04:45,2019-12-09T00:00:00,2019-12-19T00:00:00,2020-12-18T00:00:00
270,BL004839,General Contractor,236220,"J. Francis Company, LLC",Active,2012-02-01T14:55:38,2025-02-11T00:00:00,2025-02-14T00:00:00,2026-02-13T00:00:00
271,BL004956,General Contractor,236220,Rebuilding Together Pittsburgh ,Expired,2016-01-28T14:32:20,2017-01-31T08:58:16,2017-01-31T08:58:16,2018-01-31T08:58:16
272,BL004973,General Contractor,236220,"MDC CONSTRUCTION, LLC",Expired,2016-12-06T08:54:10,2018-12-04T00:00:00,2018-12-27T11:34:42,2019-12-26T00:00:00
273,BL004978,General Contractor,236220,FELSER RICHARD CO,Expired,2015-01-14T12:47:57,2014-11-14T10:51:52,2014-11-14T10:51:52,2015-11-14T10:51:52
274,SN00505,Sign Contractor,238990,"Precision Sign & Awning, Inc",Active,2011-03-30T11:38:18,2024-03-08T00:00:00,2024-04-19T00:00:00,2025-04-18T00:00:00
275,BL005037,General Contractor,236220,Five Star Construction Inc,Active,2012-02-29T08:29:50,2025-01-24T00:00:00,2025-01-24T00:00:00,2026-01-23T00:00:00
276,BL005003,General Contractor,236220,TANGO WORKS GENERAL CONTRACTING LLC,Expired,2015-01-07T11:33:41,2013-05-13T10:33:50,2013-05-13T10:33:50,2014-05-13T10:33:50
277,BL004991,General Contractor,236220,CHURCH RESTORATION GROUP LLC,Expired,2012-11-29T10:10:44,2015-03-24T11:18:12,2015-03-24T11:18:12,2016-03-24T11:18:12
278,BL007318,General Contractor,236220,KNOWHOWE CONTRACTING,Expired,2015-03-27T11:34:28,2015-03-27T11:50:32,2015-03-27T11:50:32,2016-03-27T11:50:32
279,BL007320,General Contractor,236220,EJ'S Contracting,Active,2015-04-01T12:26:53,2024-12-27T00:00:00,2025-01-11T00:00:00,2026-01-10T00:00:00
280,BL007323,General Contractor,236220,BELLE VERNON BUILDERS LLC,Expired,2015-04-14T09:06:02,2015-04-14T09:11:15,2015-04-14T09:11:15,2016-04-14T09:11:15
281,BL007338,General Contractor,236220,ASV MOBILITY CO,Expired,2015-05-04T12:39:06,2015-05-04T12:44:18,2015-05-04T12:44:18,2016-05-04T12:44:18
282,BL007551,General Contractor,236220,Elite Renovation Corp.,Expired,2016-03-03T13:13:00,2016-03-03T13:16:59,2016-03-03T13:16:59,2017-03-03T13:16:59
283,BL007553,General Contractor,236220,"Tischendorf Contractor Services, LLC",Expired,2016-03-04T12:38:03,2016-03-04T12:39:41,2016-03-04T12:39:41,2017-03-04T12:39:41
284,BL007555,General Contractor,236220,C. M. Precision Construction LLC,Expired,2016-03-08T13:42:48,2017-08-02T11:45:29,2017-08-02T11:45:29,2018-08-02T11:45:29
285,BL007566,General Contractor,236220,KRYSTAL KLEAR HOME SERVICES,Expired,2016-03-28T13:05:11,2016-03-28T13:11:45,2016-03-28T13:11:45,2017-03-28T13:11:45
286,BL007569,General Contractor,236220,REALTIVITY LLC,Expired,2016-03-30T13:43:33,2017-01-27T10:12:53,2017-01-27T10:12:53,2018-01-27T10:12:53
287,BL004095,General Contractor,236220,Todd Meyer ,Active,2012-01-31T15:59:59,2024-06-27T00:00:00,2024-05-11T00:00:00,2025-05-10T00:00:00
288,BL004104,General Contractor,236220,QUINN JAMES,Expired,2015-01-07T11:33:17,2012-10-05T10:48:57,2012-10-05T10:48:57,2013-10-05T10:48:57
289,BL005096,General Contractor,236220,SMARTSOLUTION TECHNOLOGIES INC,Expired,2012-03-06T09:15:29,2021-04-22T00:00:00,2021-04-10T00:00:00,2022-04-09T00:00:00
290,BL005109,General Contractor,236220,DEPASQUALI PLUMBING INC,Expired,2015-01-07T11:33:50,2013-09-06T13:56:11,2013-09-06T13:56:11,2014-09-06T13:56:11
291,BL005179,General Contractor,236220,JessieCo Inc.,Expired,2011-03-03T10:34:51,2024-03-21T00:00:00,2024-03-28T00:00:00,2025-03-27T00:00:00
292,BL007342,General Contractor,236220,RMU Properties LLC,Expired,2015-05-14T11:20:11,2017-10-17T10:29:30,2017-10-17T10:29:30,2018-10-17T10:29:30
293,BL007353,General Contractor,236220,Tedesco Excavating and Paving Inc,Closed,2015-05-22T12:40:33,2022-12-22T00:00:00,2020-06-13T00:00:00,2021-06-12T00:00:00
294,BL007356,General Contractor,236220,BENNY PALOMBO,Expired,2015-05-29T10:37:19,2015-05-29T10:42:22,2015-05-29T10:42:22,2016-05-29T10:42:22
295,BL007747,General Contractor,236220,KEITH DPAYNE,Expired,2016-11-14T14:40:19,2016-11-14T14:43:17,2016-11-14T14:43:17,2017-11-14T14:43:17
296,BL007752,General Contractor,236220,J WARD CONTRACTING LLC,Expired,2016-11-16T12:10:32,2016-11-16T12:11:33,2016-11-16T12:11:33,2017-11-16T12:11:33
297,BL004219,General Contractor,236220,Whitney Construction Company Incorporated,Expired,2012-04-12T12:36:03,2016-11-01T11:51:17,2016-11-01T11:51:17,2017-11-01T11:51:17
298,BL004211,General Contractor,236220,VOLCHKO CONTRACTING,Expired,2011-10-03T13:55:11,2015-04-30T12:47:50,2015-04-30T12:47:50,2016-04-30T12:47:50
299,BL004223,General Contractor,236220,Steven K Stadterman,Expired,2014-10-03T11:50:01,2017-02-16T13:41:32,2017-02-16T13:41:32,2018-02-16T13:41:32
